,year,county,dgCount,povPcnt,realMedInc,lfpr,lf_size
404,2003,Cumberland County,0.0,14.1,46122.35,0.9594854501319744,4276.0
405,2004,Cumberland County,0.0,13.9,45964.47,0.95969355215933,4309.0
406,2005,Cumberland County,0.0,16.1,44400.49,0.9606220193186332,4453.0
407,2006,Cumberland County,0.0,15.0,45781.79,0.965322659907263,4523.0
408,2007,Cumberland County,0.0,14.9,47290.94,0.9679908064370588,4592.0
409,2008,Cumberland County,0.0,15.8,46949.28,0.952426087394872,4698.0
410,2009,Cumberland County,0.0,15.5,45921.14,0.9269959471137876,4598.0
411,2010,Cumberland County,0.0,17.2,45467.86,0.9154355518239672,4524.0
412,2011,Cumberland County,0.0,17.9,44845.94,0.9234108294755202,4561.0
413,2012,Cumberland County,0.0,17.3,40527.89,0.928695650565798,4528.0
414,2013,Cumberland County,0.0,18.2,45130.72,0.9334101939073968,4509.0
415,2014,Cumberland County,0.0,19.0,43965.11,0.9386726104426224,4534.0
416,2015,Cumberland County,0.0,19.6,43411.49,0.9486242387675574,4554.0
417,2016,Cumberland County,0.0,18.2,44673.18,0.9534014480291022,4598.0
418,2017,Cumberland County,0.0,15.3,45788.62,0.9584523660020774,4685.0
419,2018,Cumberland County,0.0,15.7,46300.0,0.9669153052479668,4648.0
420,1999,Danville city,0.0,16.0,41027.24,0.9351682809233444,25213.0
421,2000,Danville city,0.0,17.1,41270.21,0.9557827138319474,21392.0
422,2001,Danville city,0.0,17.3,39095.58,0.9301100905058716,21448.0
423,2002,Danville city,0.0,19.2,37984.98,0.9135037000398928,21686.0
424,2003,Danville city,0.0,19.4,37064.85,0.9054173766390601,21747.0
425,2004,Danville city,0.0,19.4,37185.22,0.905229283100474,20838.0
426,2005,Danville city,0.0,24.3,38080.76,0.8982629110766398,20921.0
427,2006,Danville city,0.0,22.3,36046.14,0.9124037058042108,20172.0
428,2007,Danville city,0.0,22.8,35878.86,0.9261048465406352,19708.0
429,2008,Danville city,0.0,20.8,35888.02,0.9082880273969208,20156.0
430,2009,Danville city,0.0,25.1,34570.2,0.8650614565569159,20102.0
431,2010,Danville city,0.0,26.6,35956.24,0.8652251232702707,20100.0
432,2011,Danville city,1.0,26.5,35296.04,0.8835807874368586,20279.0
433,2012,Danville city,2.0,25.9,33515.38,0.8966061356940296,19971.0
434,2013,Danville city,0.0,25.0,33406.17,0.9020079173762986,19805.0
435,2014,Danville city,1.0,23.6,35722.91,0.9130321910311504,19584.0
436,2015,Danville city,1.0,23.5,34307.99,0.9278066940908452,19114.0
437,2016,Danville city,0.0,22.3,36854.43,0.93874752104849,19085.0
438,2017,Danville city,0.0,24.4,34445.69,0.9435799785373228,19928.0
439,2018,Danville city,0.0,25.6,36015.0,0.9485865679190634,19576.0
440,1999,Dickenson County,0.0,18.4,36236.17,0.876945712211322,5392.0
441,2000,Dickenson County,0.0,19.3,36140.68,0.9417288757449076,5365.0
442,2001,Dickenson County,1.0,18.3,34318.46,0.929544668622341,5491.0
443,2002,Dickenson County,0.0,18.9,34883.25,0.9214029208540699,5650.0
444,2003,Dickenson County,0.0,18.5,34870.96,0.9154070481372322,5796.0
445,2004,Dickenson County,0.0,18.3,35300.91,0.936787315205886,5558.0
446,2005,Dickenson County,0.0,22.8,33801.45,0.9353960904783726,5719.0
447,2006,Dickenson County,0.0,19.2,35587.94,0.9485794989322788,5660.0
448,2007,Dickenson County,0.0,21.3,35595.98,0.9477113400501528,5787.0
449,2008,Dickenson County,0.0,21.8,32361.88,0.942821456180806,6074.0
450,2009,Dickenson County,0.0,20.5,37398.84,0.9134044142947966,6442.0
451,2010,Dickenson County,0.0,23.0,38036.08,0.8950320502166481,5512.0
452,2011,Dickenson County,0.0,21.8,37476.8,0.90137679609094,5458.0
453,2012,Dickenson County,0.0,21.3,38510.7,0.8933332200530579,5217.0
454,2013,Dickenson County,0.0,21.8,36047.13,0.8883153106171356,5347.0
455,2014,Dickenson County,0.0,21.3,34084.67,0.8980893002913555,5192.0
456,2015,Dickenson County,0.0,25.0,34574.02,0.8990449568282134,4911.0
457,2016,Dickenson County,0.0,25.6,34316.9,0.8999229248452606,4570.0
458,2017,Dickenson County,0.0,25.0,34196.77,0.9325929760179208,4631.0
459,2018,Dickenson County,0.0,25.2,35047.0,0.9478950600524688,4522.0
460,1999,Dinwiddie County,0.0,9.5,60022.2,0.9748944683832584,12144.0
461,2000,Dinwiddie County,0.0,9.4,61115.7,0.978961024547556,12037.0
462,2001,Dinwiddie County,0.0,8.8,56510.73,0.9696727335674188,11981.0
463,2002,Dinwiddie County,0.0,9.2,56641.55,0.9599247175206602,12074.0
464,2003,Dinwiddie County,0.0,10.4,57650.21,0.9593278027635777,12110.0
465,2004,Dinwiddie County,0.0,10.1,58993.43,0.9607143433011526,12280.0
466,2005,Dinwiddie County,0.0,10.2,62075.87,0.958517837961514,12594.0
467,2006,Dinwiddie County,0.0,11.1,61131.86,0.968004060947612,12770.0
468,2007,Dinwiddie County,0.0,11.0,57539.96,0.9655923553976654,12841.0
469,2008,Dinwiddie County,0.0,11.3,58674.62,0.9546411541192984,13191.0
470,2009,Dinwiddie County,0.0,11.2,58186.01,0.9196408419168444,13060.0
471,2010,Dinwiddie County,1.0,11.9,58326.6,0.9116351589429302,13566.0
472,2011,Dinwiddie County,1.0,13.3,56115.61,0.9202591720258004,13643.0
473,2012,Dinwiddie County,0.0,13.1,56024.43,0.9241800217194718,13637.0
474,2013,Dinwiddie County,0.0,14.5,55997.98,0.9263953833985018,13540.0
475,2014,Dinwiddie County,0.0,12.1,55515.65,0.9353699655905456,13452.0
476,2015,Dinwiddie County,0.0,12.4,55850.51,0.9458199231159496,13309.0
477,2016,Dinwiddie County,0.0,13.0,57348.3,0.9507512286709936,13428.0
478,2017,Dinwiddie County,1.0,10.1,58680.4,0.955281184174234,13422.0
479,2018,Dinwiddie County,0.0,12.5,57257.0,0.9644513080669848,13550.0
480,1999,Emporia city,0.0,16.5,43036.5,0.9536195472175112,2500.0
481,2000,Emporia city,0.0,15.9,44548.54,0.9688059397507752,2366.0
482,2001,Emporia city,1.0,16.7,41609.25,0.9578023054080332,2407.0
483,2002,Emporia city,0.0,17.3,40651.41,0.9485652455527944,2399.0
484,2003,Emporia city,0.0,16.4,40220.88,0.930641082805963,2558.0
485,2004,Emporia city,0.0,16.5,40535.41,0.9270530526832242,2466.0
486,2005,Emporia city,0.0,18.5,41192.29,0.942662866136742,2433.0
487,2006,Emporia city,0.0,18.7,41106.23,0.9443692474309732,2504.0
488,2007,Emporia city,0.0,18.8,41862.91,0.9384558938090138,2456.0
489,2008,Emporia city,0.0,20.7,39420.0,0.926180583943874,2520.0
490,2009,Emporia city,1.0,20.8,37751.98,0.8790503972707397,2534.0
491,2010,Emporia city,0.0,22.8,38382.33,0.8757624878064566,2570.0
492,2011,Emporia city,0.0,22.8,36701.39,0.8914976458435936,2557.0
493,2012,Emporia city,0.0,25.6,35309.05,0.8945166657127955,2470.0
494,2013,Emporia city,0.0,26.0,35280.54,0.9018410678515538,2382.0
495,2014,Emporia city,0.0,26.1,35206.91,0.9179424443294948,2311.0
496,2015,Emporia city,0.0,22.5,35934.94,0.9305198537917216,2244.0
497,2016,Emporia city,0.0,23.2,35053.57,0.9348933529491472,2242.0
498,2017,Emporia city,0.0,23.4,36641.96,0.947367116123739,2361.0
499,2018,Emporia city,0.0,20.7,36908.0,0.9518137967448748,2333.0
500,1999,Fairfax County,1.0,4.4,117481.8,0.9844950767831498,537477.0
501,2000,Fairfax County,0.0,4.1,122841.16,0.9835684551871516,550713.0
502,2001,Fairfax County,0.0,4.4,117986.25,0.9746254534862959,556089.0
503,2002,Fairfax County,0.0,5.0,115942.52,0.966053376639728,552845.0
504,2003,Fairfax County,0.0,5.8,113113.36,0.9691141136223832,547744.0
505,2004,Fairfax County,0.0,5.3,111792.87,0.9721574673212796,554325.0
506,2005,Fairfax County,1.0,5.1,121384.37,0.9741839774273416,568187.0
507,2006,Fairfax County,0.0,5.2,124765.68,0.9776566478779516,577489.0
508,2007,Fairfax County,0.0,4.9,127455.95,0.978253093153702,581377.0
509,2008,Fairfax County,0.0,4.9,125186.01,0.9716102185169446,592899.0
510,2009,Fairfax County,0.0,5.6,120050.08,0.9524572014559384,587584.0
511,2010,Fairfax County,0.0,5.9,118564.53,0.9491527951149704,610521.0
512,2011,Fairfax County,0.0,6.8,117943.26,0.9524163476859028,620197.0
513,2012,Fairfax County,0.0,6.0,116900.63,0.9548651470376636,623843.0
514,2013,Fairfax County,0.0,6.0,119478.33,0.9558273698619918,624266.0
515,2014,Fairfax County,0.0,6.7,117328.42,0.9581496325727312,619387.0
516,2015,Fairfax County,0.0,6.2,119603.64,0.9642962917244108,613577.0
517,2016,Fairfax County,0.0,6.0,120878.77,0.9674160737053868,615904.0
518,2017,Fairfax County,0.0,6.7,120865.19,0.9696232814202704,622985.0
519,2018,Fairfax County,0.0,6.1,122035.0,0.9750665820970408,626912.0
520,1999,Fairfax city,0.0,4.1,98488.35,0.9911415400808846,12316.0
521,2000,Fairfax city,0.0,4.5,102694.44,0.9863438547198674,12507.0
522,2001,Fairfax city,0.0,4.7,103101.83,0.9838467463801418,12540.0
523,2002,Fairfax city,0.0,5.9,99344.91,0.9779673308334424,12338.0
524,2003,Fairfax city,0.0,5.5,91924.45,0.9727376572284964,12398.0
525,2004,Fairfax city,0.0,5.0,92888.43,0.9725166333552296,12513.0
526,2005,Fairfax city,0.0,5.2,102155.8,0.9731607053355026,12776.0
527,2006,Fairfax city,0.0,5.4,99748.62,0.9752695815381428,13230.0
528,2007,Fairfax city,0.0,5.5,108011.71,0.9746701035947104,13902.0
529,2008,Fairfax city,0.0,5.6,109713.57,0.9679470437888996,14413.0
530,2009,Fairfax city,0.0,6.6,96605.56,0.9447042517129436,14526.0
531,2010,Fairfax city,0.0,7.1,96273.81,0.9455749722455108,12662.0
532,2011,Fairfax city,0.0,7.3,97688.74,0.950808801108323,12712.0
533,2012,Fairfax city,0.0,6.8,95285.68,0.9569391137859222,12932.0
534,2013,Fairfax city,0.0,7.3,96641.43,0.9583458966216576,13109.0
535,2014,Fairfax city,0.0,7.8,99873.6,0.9587558598418382,13233.0
536,2015,Fairfax city,0.0,7.3,105641.55,0.964977410002712,12799.0
537,2016,Fairfax city,0.0,6.8,99095.73,0.9691525649335216,12954.0
538,2017,Fairfax city,0.0,7.7,102091.43,0.9713251579289316,12956.0
539,2018,Fairfax city,0.0,7.6,105532.0,0.9768217553550338,13271.0
540,1999,Fauquier County,0.0,5.7,91497.53,0.9855185315045888,28561.0
541,2000,Fauquier County,0.0,5.4,92958.86,0.9844112660749764,30218.0
542,2001,Fauquier County,0.0,5.0,91844.33,0.9784692514504258,31078.0
543,2002,Fauquier County,0.0,5.3,93103.66,0.9690478488779496,31829.0
544,2003,Fauquier County,0.0,5.8,93257.48,0.9688051842497258,32377.0
545,2004,Fauquier County,0.0,5.8,94151.75,0.9716467114483036,33627.0
546,2005,Fauquier County,0.0,5.2,94464.63,0.9731510895454224,35413.0
547,2006,Fauquier County,0.0,5.3,94294.01,0.9753842933554084,36550.0
548,2007,Fauquier County,0.0,5.7,98828.63,0.9749658939214426,36930.0
549,2008,Fauquier County,0.0,6.1,95120.32,0.9666318614584508,37829.0
550,2009,Fauquier County,0.0,5.9,97764.7,0.945253808569766,37407.0
551,2010,Fauquier County,0.0,7.5,96000.26,0.9381582260154352,35763.0
552,2011,Fauquier County,0.0,6.3,95214.83,0.94490766214019,36128.0
553,2012,Fauquier County,0.0,6.9,90896.29,0.9485598821959608,36022.0
554,2013,Fauquier County,0.0,7.0,89297.25,0.9506683551662856,35911.0
555,2014,Fauquier County,0.0,7.4,94606.37,0.9540669767647666,35894.0
556,2015,Fauquier County,0.0,6.8,94977.87,0.9605409900644084,35724.0
557,2016,Fauquier County,2.0,5.8,95612.24,0.9648200855800816,35876.0
558,2017,Fauquier County,0.0,5.7,99195.52,0.9672878652664756,35918.0
559,2018,Fauquier County,0.0,6.1,93462.0,0.9734795655800159,36682.0
560,1999,Floyd County,0.0,10.4,48669.67,0.956224301556157,6791.0
561,2000,Floyd County,0.0,10.6,48982.05,0.9627661194451842,6977.0
562,2001,Floyd County,0.0,10.5,47112.89,0.9569231074080258,6855.0
563,2002,Floyd County,0.0,11.1,47780.06,0.9558964439523784,6765.0
564,2003,Floyd County,0.0,11.4,48001.46,0.9595857822507918,7269.0
565,2004,Floyd County,0.0,10.9,48507.1,0.9585564492540588,6884.0
566,2005,Floyd County,1.0,12.3,48540.6,0.9628108793313362,7093.0
567,2006,Floyd County,0.0,13.4,50695.81,0.9670647436757674,6998.0
568,2007,Floyd County,0.0,12.9,47928.31,0.9650885149546288,7107.0
569,2008,Floyd County,0.0,11.9,48535.81,0.955975345083512,7162.0
570,2009,Floyd County,0.0,15.0,43015.06,0.9236185875739018,7336.0
571,2010,Floyd County,0.0,13.6,51001.01,0.9302867304388852,8133.0
572,2011,Floyd County,0.0,13.5,44753.07,0.9366443891491496,8334.0
573,2012,Floyd County,0.0,14.1,46250.75,0.9432251933413096,8378.0
574,2013,Floyd County,0.0,14.2,44972.0,0.9458808133188019,8386.0
575,2014,Floyd County,0.0,14.1,46031.23,0.9534664677866006,8296.0
576,2015,Floyd County,0.0,11.9,51350.16,0.9601523536372668,8292.0
577,2016,Floyd County,0.0,13.7,44650.16,0.9589366517422367,8179.0
578,2017,Floyd County,1.0,12.4,49519.4,0.9633944839869144,8075.0
579,2018,Floyd County,0.0,12.3,48315.0,0.9722866636776156,8108.0
580,1999,Fluvanna County,0.0,6.1,66864.86,0.9887457283347422,9641.0
581,2000,Fluvanna County,0.0,6.5,68184.16,0.9801279880438724,10227.0
582,2001,Fluvanna County,0.0,6.1,65426.59,0.9750924365875878,10638.0
583,2002,Fluvanna County,0.0,6.8,65836.16,0.9677847419877612,11234.0
584,2003,Fluvanna County,0.0,6.6,67437.18,0.9656220650381916,11664.0
585,2004,Fluvanna County,0.0,6.2,70711.09,0.9686387194009328,12040.0
586,2005,Fluvanna County,0.0,7.8,67970.25,0.9692707535563562,12793.0
587,2006,Fluvanna County,0.0,6.7,71029.82,0.9760729585929918,13384.0
588,2007,Fluvanna County,0.0,7.0,69247.05,0.9763847763988506,13799.0
589,2008,Fluvanna County,0.0,6.7,75163.05,0.9669940235241801,14162.0
590,2009,Fluvanna County,1.0,7.2,80390.44,0.9426660010397612,13992.0
591,2010,Fluvanna County,0.0,7.3,73716.47,0.9369039914642258,13077.0
592,2011,Fluvanna County,1.0,7.6,69468.69,0.9418043308595606,13266.0
593,2012,Fluvanna County,0.0,8.8,69365.71,0.9474599839252588,13178.0
594,2013,Fluvanna County,0.0,8.2,68147.93,0.9522819569279184,13031.0
595,2014,Fluvanna County,0.0,7.9,68224.54,0.9561292573679726,13158.0
596,2015,Fluvanna County,0.0,7.8,69846.52,0.962363863911848,13158.0
597,2016,Fluvanna County,0.0,7.5,73253.68,0.9659818401735194,13163.0
598,2017,Fluvanna County,0.0,6.7,73614.79,0.9695339327232594,13409.0
599,2018,Fluvanna County,0.0,6.9,73463.0,0.9745543203671936,13667.0
600,1999,Franklin County,0.0,9.7,55574.32,0.9596003388479564,25148.0
601,2000,Franklin County,0.0,10.0,56271.31,0.9699339986213064,24378.0
602,2001,Franklin County,0.0,10.1,54024.07,0.959636179100796,24933.0
603,2002,Franklin County,0.0,11.3,53325.66,0.9477636498191334,25501.0
604,2003,Franklin County,1.0,11.5,53443.08,0.9554615263031286,24841.0
605,2004,Franklin County,0.0,10.9,54311.96,0.9602324918666532,24682.0
606,2005,Franklin County,0.0,10.5,52475.77,0.963364692784364,25337.0
607,2006,Franklin County,0.0,10.6,53548.59,0.9679578154666268,26011.0
608,2007,Franklin County,0.0,11.5,54921.25,0.9667197724548316,26387.0
609,2008,Franklin County,0.0,13.2,53497.66,0.9523977474528116,27094.0
610,2009,Franklin County,0.0,14.0,52918.24,0.9180109858611546,26808.0
611,2010,Franklin County,0.0,14.4,47241.83,0.9128702463596159,27623.0
612,2011,Franklin County,1.0,13.1,54829.98,0.925181307064004,27679.0
613,2012,Franklin County,0.0,14.1,47583.12,0.93425264909669,27427.0
614,2013,Franklin County,0.0,14.4,51901.56,0.9409991475382732,27210.0
615,2014,Franklin County,1.0,16.3,50346.1,0.9463783580902208,27143.0
616,2015,Franklin County,1.0,13.1,52059.23,0.9533508228999112,26442.0
617,2016,Franklin County,0.0,13.2,54856.81,0.956674946727022,26333.0
618,2017,Franklin County,1.0,13.3,52274.97,0.9610451583244656,26307.0
619,2018,Franklin County,1.0,15.3,53522.0,0.9687204534465598,26182.0
620,1999,Franklin city,0.0,18.2,46716.35,0.956341904875742,3969.0
621,2000,Franklin city,0.0,17.5,47759.62,0.9683855621571754,3569.0
622,2001,Franklin city,0.0,15.6,45393.98,0.9561707580975805,3548.0
623,2002,Franklin city,0.0,17.1,44308.81,0.9517696303164928,3534.0
624,2003,Franklin city,0.0,17.4,43672.53,0.9510134967173784,3666.0
625,2004,Franklin city,0.0,16.6,44364.01,0.9492777511132277,3643.0
626,2005,Franklin city,0.0,20.1,43538.18,0.9478961728213174,3725.0
627,2006,Franklin city,0.0,18.5,43706.81,0.9523562736639372,3798.0
628,2007,Franklin city,0.0,18.4,44662.52,0.953981215617148,3924.0
629,2008,Franklin city,0.0,19.4,44239.21,0.9374139032871568,3951.0
630,2009,Franklin city,0.0,17.7,42065.92,0.8989977048712906,3945.0
631,2010,Franklin city,0.0,21.6,42074.56,0.8741519592181604,3708.0
632,2011,Franklin city,0.0,21.8,34378.53,0.8863947953406899,3673.0
633,2012,Franklin city,0.0,20.8,39530.8,0.9002329898887097,3729.0
634,2013,Franklin city,0.0,21.9,39221.47,0.9073082623061818,3693.0
635,2014,Franklin city,0.0,22.5,40964.67,0.9213512485870908,3612.0
636,2015,Franklin city,0.0,19.4,38160.73,0.9328782894516676,3608.0
637,2016,Franklin city,0.0,18.2,42114.72,0.9389150610631648,3533.0
638,2017,Franklin city,0.0,20.8,38021.79,0.9473615588611248,3569.0
639,2018,Franklin city,0.0,18.3,37327.0,0.9556715979261132,3589.0
640,1999,Frederick County,0.0,6.6,70854.65,0.9793378130712128,32645.0
641,2000,Frederick County,0.0,6.1,72012.3,0.9794891595440508,32921.0
642,2001,Frederick County,0.0,6.0,69289.52,0.9719191411147922,33608.0
643,2002,Frederick County,0.0,6.4,70996.84,0.9652119131355088,34574.0
644,2003,Frederick County,0.0,6.7,72156.16,0.9636072200514988,36025.0
645,2004,Frederick County,0.0,5.8,73405.63,0.9692012629754176,36941.0
646,2005,Frederick County,0.0,6.5,74546.47,0.9715944591110178,38284.0
647,2006,Frederick County,0.0,7.1,69893.7,0.9733034870696332,40562.0
648,2007,Frederick County,0.0,6.6,77932.38,0.9704099904952312,41122.0
649,2008,Frederick County,0.0,7.3,71662.63,0.9581649067012312,41456.0
650,2009,Frederick County,0.0,9.2,71339.02,0.9246028179584346,40902.0
651,2010,Frederick County,0.0,7.4,71758.97,0.9249139419827098,41981.0
652,2011,Frederick County,0.0,8.9,72170.86,0.9350997580395576,43200.0
653,2012,Frederick County,1.0,8.8,70154.62,0.9422335639590309,43479.0
654,2013,Frederick County,0.0,7.9,73599.38,0.9470358955780309,44137.0
655,2014,Frederick County,1.0,7.7,69527.28,0.952917336381026,44445.0
656,2015,Frederick County,0.0,7.7,74183.64,0.9603169457125476,44609.0
657,2016,Frederick County,0.0,6.8,72564.09,0.9646517946555292,45277.0
658,2017,Frederick County,0.0,6.7,73897.51,0.9681798295808968,46372.0
659,2018,Frederick County,0.0,7.0,77684.0,0.9735157497643282,47351.0
660,1999,Fredericksburg city,0.0,12.7,53673.91,0.9707596622747712,9542.0
661,2000,Fredericksburg city,0.0,12.8,54303.13,0.976809723572982,10325.0
662,2001,Fredericksburg city,1.0,12.6,53593.28,0.9642390895298178,10578.0
663,2002,Fredericksburg city,1.0,13.7,53959.73,0.9454344491461066,10711.0
664,2003,Fredericksburg city,1.0,14.2,50140.61,0.94750699106226,10598.0
665,2004,Fredericksburg city,0.0,14.4,49847.71,0.9509185545065598,11045.0
666,2005,Fredericksburg city,0.0,17.0,49384.86,0.9551735254211874,11224.0
667,2006,Fredericksburg city,0.0,14.9,52215.21,0.9600836194512832,11644.0
668,2007,Fredericksburg city,0.0,13.0,52148.36,0.9551624921991072,12429.0
669,2008,Fredericksburg city,0.0,15.4,53336.31,0.9397092985436072,12965.0
670,2009,Fredericksburg city,0.0,17.3,51869.38,0.906380047906296,12984.0
671,2010,Fredericksburg city,0.0,19.8,50160.76,0.9099126229131796,12422.0
672,2011,Fredericksburg city,0.0,15.9,56529.61,0.9199458861388672,13069.0
673,2012,Fredericksburg city,0.0,15.7,51823.5,0.9295094259711796,13600.0
674,2013,Fredericksburg city,0.0,17.5,51990.1,0.9353245093334921,13762.0
675,2014,Fredericksburg city,0.0,16.8,54355.19,0.9388061201515228,13661.0
676,2015,Fredericksburg city,1.0,15.9,53747.66,0.9465745307798348,13366.0
677,2016,Fredericksburg city,0.0,14.6,56206.67,0.9516554362509878,13542.0
678,2017,Fredericksburg city,0.0,14.1,57959.24,0.9563392423190584,13592.0
679,2018,Fredericksburg city,0.0,14.5,58448.0,0.964744220103675,13964.0
680,1999,Galax city,0.0,17.6,41627.45,0.9559531048068384,3236.0
681,2000,Galax city,0.0,18.4,42438.53,0.9650163898486492,3305.0
682,2001,Galax city,0.0,16.9,39726.84,0.9402639197107769,3186.0
683,2002,Galax city,0.0,17.7,39274.1,0.9208049093926292,3268.0
684,2003,Galax city,0.0,18.0,38842.69,0.9371404469834548,3264.0
685,2004,Galax city,0.0,17.0,40159.61,0.9432810832619659,3138.0
686,2005,Galax city,0.0,20.7,39521.81,0.9485314895639584,3110.0
687,2006,Galax city,0.0,23.0,38687.92,0.9388985181400772,3034.0
688,2007,Galax city,0.0,19.0,39670.34,0.9435808853502582,3124.0
689,2008,Galax city,0.0,20.7,36251.62,0.9390495329140259,3130.0
690,2009,Galax city,0.0,19.1,37910.37,0.903141218397166,3234.0
691,2010,Galax city,0.0,22.3,37004.24,0.8905394374624152,3172.0
692,2011,Galax city,0.0,22.9,35514.23,0.8966943013395859,3105.0
693,2012,Galax city,0.0,22.8,36367.5,0.9113127609568464,3058.0
694,2013,Galax city,1.0,22.8,36426.11,0.9140889365712356,3018.0
695,2014,Galax city,0.0,22.7,35230.27,0.9264465162494628,2991.0
696,2015,Galax city,0.0,24.2,34795.54,0.9454314687834589,2945.0
697,2016,Galax city,0.0,20.5,36855.48,0.9500986664592634,2898.0
698,2017,Galax city,0.0,21.5,34204.96,0.9585262853779776,3005.0
699,2018,Galax city,0.0,21.7,36571.0,0.9650670719745243,2929.0
700,1999,Giles County,0.0,9.5,51870.27,0.939194745552944,8437.0
701,2000,Giles County,0.0,9.5,52391.99,0.9573529676736892,7800.0
702,2001,Giles County,0.0,9.6,49396.24,0.9430710713785166,7916.0
703,2002,Giles County,0.0,10.4,48621.28,0.9395296177742776,8015.0
704,2003,Giles County,0.0,10.8,49018.34,0.9459623584921402,8188.0
705,2004,Giles County,1.0,10.3,49627.83,0.9485604833853722,8154.0
706,2005,Giles County,1.0,12.2,48441.35,0.9483800106747364,8351.0
707,2006,Giles County,0.0,11.0,48808.11,0.9623631704917996,8481.0
708,2007,Giles County,0.0,11.4,50001.91,0.9550734965738183,8144.0
709,2008,Giles County,0.0,12.5,50649.62,0.9463153933948959,8373.0
710,2009,Giles County,0.0,13.1,46249.64,0.9085658156990598,8334.0
711,2010,Giles County,0.0,13.4,47059.47,0.9042542457132398,8302.0
712,2011,Giles County,0.0,12.6,48268.69,0.920058137058331,8274.0
713,2012,Giles County,0.0,12.7,48610.89,0.9272343966700172,8242.0
714,2013,Giles County,1.0,13.3,46971.62,0.9300967784611859,8217.0
715,2014,Giles County,0.0,13.5,48817.21,0.9380254546565976,8060.0
716,2015,Giles County,0.0,10.6,49526.07,0.9481916188216069,7942.0
717,2016,Giles County,0.0,12.2,54182.92,0.9457964779902238,7932.0
718,2017,Giles County,0.0,11.4,54095.29,0.9533848972107934,7866.0
719,2018,Giles County,0.0,12.4,50591.0,0.9659829875867962,7836.0
720,1999,Gloucester County,0.0,8.6,65800.51,0.9768666587743579,18054.0
721,2000,Gloucester County,0.0,8.3,67511.53,0.9805662002898032,17594.0
722,2001,Gloucester County,0.0,7.8,64889.17,0.9753993806665942,18120.0
723,2002,Gloucester County,0.0,8.6,64731.8,0.9682487344293664,18590.0
724,2003,Gloucester County,0.0,9.0,64613.72,0.9681417091414244,18849.0
725,2004,Gloucester County,0.0,8.7,64978.19,0.9686421896183444,19083.0
726,2005,Gloucester County,0.0,8.8,62231.84,0.9689146163180468,19798.0
727,2006,Gloucester County,0.0,9.6,66234.4,0.9733930375271544,20348.0
728,2007,Gloucester County,0.0,8.4,68136.2,0.975170816311668,20549.0
729,2008,Gloucester County,0.0,9.1,66549.97,0.9652890323989493,21066.0
730,2009,Gloucester County,0.0,9.5,64920.31,0.9399046661434864,20830.0
731,2010,Gloucester County,0.0,9.9,67973.26,0.9317778365961596,19553.0
732,2011,Gloucester County,0.0,10.2,65212.36,0.9372550942795896,19549.0
733,2012,Gloucester County,0.0,9.7,62644.67,0.9436017615175056,19375.0
734,2013,Gloucester County,0.0,10.6,63512.75,0.947909738677604,19319.0
735,2014,Gloucester County,0.0,9.7,62535.8,0.9516836006462578,19421.0
736,2015,Gloucester County,0.0,9.3,67560.31,0.95928082667184,19089.0
737,2016,Gloucester County,0.0,9.4,67279.74,0.9630443439773444,19065.0
738,2017,Gloucester County,1.0,9.8,65459.72,0.9670201527830056,19350.0
739,2018,Gloucester County,0.0,9.1,70938.0,0.9726470105227678,19481.0
740,1999,Grayson County,0.0,13.1,42977.53,0.943131691718155,8274.0
741,2000,Grayson County,0.0,13.5,43302.72,0.9490758460671396,8090.0
742,2001,Grayson County,0.0,13.9,40828.71,0.9243211014489674,7940.0
743,2002,Grayson County,0.0,15.0,40599.62,0.9202607509459184,8005.0
744,2003,Grayson County,0.0,14.9,40218.15,0.9372171060861004,7910.0
745,2004,Grayson County,1.0,14.3,40324.86,0.9508249246887402,7536.0
746,2005,Grayson County,0.0,16.7,39117.08,0.9528674658598728,7401.0
747,2006,Grayson County,0.0,15.9,40564.39,0.9447530532158206,7103.0
748,2007,Grayson County,0.0,17.6,37823.77,0.9489194893343867,7121.0
749,2008,Grayson County,0.0,17.7,37879.07,0.935378388793538,7170.0
750,2009,Grayson County,0.0,16.5,38496.98,0.8930392839373446,7295.0
751,2010,Grayson County,0.0,17.1,36853.04,0.8754630087391629,7372.0
752,2011,Grayson County,0.0,18.6,35006.24,0.8915111635349134,7205.0
753,2012,Grayson County,0.0,19.4,35731.99,0.9043165698361672,7000.0
754,2013,Grayson County,0.0,18.3,35956.44,0.9033948368990442,7011.0
755,2014,Grayson County,0.0,19.9,33861.7,0.9224169308277078,7066.0
756,2015,Grayson County,0.0,20.1,39941.37,0.9409139541714656,7044.0
757,2016,Grayson County,0.0,17.4,37788.87,0.9483254530504076,7014.0
758,2017,Grayson County,0.0,19.1,38154.96,0.9604770197462682,7671.0
759,2018,Grayson County,0.0,18.4,37550.0,0.9690918765682576,7667.0
760,1999,Greensville County,0.0,15.8,44876.42,0.9702075505111584,5416.0
761,2000,Greensville County,0.0,17.7,45895.27,0.9661269433927401,4012.0
762,2001,Greensville County,0.0,19.3,42249.05,0.9537677186489408,4097.0
763,2002,Greensville County,0.0,20.2,41351.25,0.9535984221220496,4014.0
764,2003,Greensville County,0.0,16.3,41125.54,0.9473479942785376,4238.0
765,2004,Greensville County,0.0,16.5,40879.22,0.9347413680400316,3930.0
766,2005,Greensville County,0.0,19.0,49029.11,0.9458601441704864,3931.0
