,year,county,dgCount,povPcnt,realMedInc,lfpr,lf_size
40,1999,Amherst County,1.0,9.8,54447.99,0.9825169765477448,14687.0
41,2000,Amherst County,0.0,10.5,55315.0,0.9786577332445812,15411.0
42,2001,Amherst County,0.0,10.4,52794.25,0.9634215408650492,15178.0
43,2002,Amherst County,0.0,11.6,51860.18,0.9450677709937776,15200.0
44,2003,Amherst County,0.0,11.1,51390.16,0.950170978925724,15152.0
45,2004,Amherst County,0.0,11.2,51826.64,0.953668863532747,15033.0
46,2005,Amherst County,0.0,12.0,52425.5,0.958496968048528,15321.0
47,2006,Amherst County,0.0,11.8,53660.95,0.9674097007093552,15529.0
48,2007,Amherst County,0.0,12.2,53284.71,0.9652298501635601,15528.0
49,2008,Amherst County,0.0,12.5,52571.69,0.9588434028816776,16024.0
50,2009,Amherst County,0.0,13.9,49412.65,0.9225680009386532,15627.0
51,2010,Amherst County,0.0,13.6,48548.37,0.9191499983603372,16351.0
52,2011,Amherst County,0.0,13.4,49784.81,0.9271908837240658,16181.0
53,2012,Amherst County,0.0,14.5,47981.96,0.9330726589333309,16069.0
54,2013,Amherst County,0.0,14.2,51035.64,0.938768438353813,15798.0
55,2014,Amherst County,0.0,13.7,46713.93,0.9456540970566824,15618.0
56,2015,Amherst County,0.0,15.0,51560.02,0.9522929138984484,15278.0
57,2016,Amherst County,0.0,14.3,48654.76,0.9558020444463045,14972.0
58,2017,Amherst County,0.0,12.7,50173.97,0.9591133531345628,15003.0
59,2018,Amherst County,0.0,13.0,50580.0,0.9665448270558828,14944.0
60,1999,Appomattox County,0.0,11.5,52818.2,0.9605833172558728,5421.0
61,2000,Appomattox County,0.0,11.1,54342.61,0.9751946188961464,6767.0
62,2001,Appomattox County,0.0,11.1,52003.75,0.9565870819447112,6730.0
63,2002,Appomattox County,0.0,12.2,51147.74,0.9428386947848514,6708.0
64,2003,Appomattox County,0.0,12.4,50555.3,0.944137113238006,6691.0
65,2004,Appomattox County,0.0,11.8,50745.89,0.9537754073181968,6686.0
66,2005,Appomattox County,0.0,12.1,50525.58,0.9528705592995798,6824.0
67,2006,Appomattox County,0.0,13.3,51330.04,0.9630831844828941,6961.0
68,2007,Appomattox County,0.0,12.6,49884.15,0.9611515575578918,6997.0
69,2008,Appomattox County,0.0,13.0,50891.64,0.9554902337037782,7297.0
70,2009,Appomattox County,0.0,14.3,49690.7,0.9211116434409008,7141.0
71,2010,Appomattox County,0.0,14.1,51336.87,0.9139094137545472,7343.0
72,2011,Appomattox County,1.0,14.8,49340.61,0.92038737663686,7262.0
73,2012,Appomattox County,0.0,16.5,48007.16,0.9256335620395362,7223.0
74,2013,Appomattox County,0.0,16.2,47574.1,0.9355139408887948,7157.0
75,2014,Appomattox County,0.0,15.1,47137.56,0.9427759747709528,7111.0
76,2015,Appomattox County,0.0,14.2,52423.84,0.9511203409966624,7038.0
77,2016,Appomattox County,0.0,13.9,53817.72,0.9527674147308636,6988.0
78,2017,Appomattox County,0.0,11.9,51370.44,0.9563651371282592,7083.0
79,2018,Appomattox County,0.0,13.5,51131.0,0.9628970552332224,7119.0
80,1999,Augusta County,0.0,7.6,62658.88,0.976652822900542,31895.0
81,2000,Augusta County,1.0,7.4,63500.61,0.9804448850982485,34596.0
82,2001,Augusta County,0.0,7.5,60238.59,0.972106334937005,35182.0
83,2002,Augusta County,0.0,7.7,60875.63,0.9647808525088702,35520.0
84,2003,Augusta County,0.0,7.6,62181.69,0.9656376949215308,35899.0
85,2004,Augusta County,0.0,7.1,62684.76,0.968490247677356,35323.0
86,2005,Augusta County,0.0,7.4,59552.11,0.9691327904279002,36268.0
87,2006,Augusta County,0.0,8.3,59889.62,0.9734478861400592,36838.0
88,2007,Augusta County,0.0,7.2,61779.42,0.973675813741229,37183.0
89,2008,Augusta County,0.0,8.2,61194.13,0.9638185243518491,37888.0
90,2009,Augusta County,2.0,9.3,59131.63,0.9356863476873266,38436.0
91,2010,Augusta County,0.0,9.5,58325.45,0.9286435721158576,37130.0
92,2011,Augusta County,0.0,10.0,57104.73,0.9366712059495812,37430.0
93,2012,Augusta County,1.0,9.9,54536.46,0.9421346118264836,37041.0
94,2013,Augusta County,0.0,8.9,59204.71,0.9477666336705352,36890.0
95,2014,Augusta County,0.0,9.8,61376.4,0.9530074796038474,36818.0
96,2015,Augusta County,0.0,9.3,60273.48,0.9590130452691916,36639.0
97,2016,Augusta County,0.0,9.2,59419.14,0.9630536218516798,36795.0
98,2017,Augusta County,0.0,8.9,59790.82,0.9660312849913412,36715.0
99,2018,Augusta County,0.0,9.0,60556.0,0.9724428530646602,36796.0
100,1999,Bath County,0.0,7.7,52305.69,0.9521921699375936,2392.0
101,2000,Bath County,0.0,7.5,53007.59,0.9726935023665372,2738.0
102,2001,Bath County,0.0,7.6,50519.43,0.9624112341134484,2716.0
103,2002,Bath County,0.0,7.7,50124.56,0.9551530809747532,2804.0
104,2003,Bath County,0.0,7.9,49985.96,0.9539255612026514,2870.0
105,2004,Bath County,0.0,7.3,50832.51,0.9629850852399032,2797.0
106,2005,Bath County,0.0,7.7,50867.16,0.9638980429476052,2927.0
107,2006,Bath County,0.0,8.4,50081.56,0.9670849390078508,2893.0
108,2007,Bath County,0.0,8.5,51373.79,0.9684419438200164,2930.0
109,2008,Bath County,0.0,9.6,49625.45,0.9589631908178556,2798.0
110,2009,Bath County,0.0,11.8,50001.61,0.937914264113378,2690.0
111,2010,Bath County,0.0,11.2,47628.49,0.92467366639154,2509.0
112,2011,Bath County,1.0,10.8,47467.55,0.9366922805197015,2576.0
113,2012,Bath County,0.0,11.5,48785.11,0.941717736218984,2586.0
114,2013,Bath County,0.0,11.7,46374.54,0.9468517810141864,2577.0
115,2014,Bath County,0.0,11.5,46558.91,0.9551555881416116,2590.0
116,2015,Bath County,0.0,10.3,47060.73,0.9593902850060578,2536.0
117,2016,Bath County,0.0,11.7,49242.84,0.9626824604339632,2492.0
118,2017,Bath County,0.0,10.1,49941.44,0.9699090569876112,2561.0
119,2018,Bath County,0.0,10.7,50564.0,0.9749032586622736,2513.0
120,1999,Bedford County,2.0,7.0,66400.72,0.9800645355591956,33508.0
121,2000,Bedford County,2.0,6.7,67584.64,0.9802470800295764,34724.0
122,2001,Bedford County,0.0,6.7,63810.05,0.966748948955447,34296.0
123,2002,Bedford County,0.0,7.3,63999.75,0.9533446731200659,34735.0
124,2003,Bedford County,0.0,8.0,64684.89,0.958188507315702,34981.0
125,2004,Bedford County,0.0,7.7,64655.7,0.960822434884258,35313.0
126,2005,Bedford County,0.0,7.8,64205.22,0.9648483494998576,36472.0
127,2006,Bedford County,0.0,7.9,63387.86,0.9699884265707542,37653.0
128,2007,Bedford County,0.0,8.9,65343.88,0.9702151825141024,37721.0
129,2008,Bedford County,0.0,7.7,63969.67,0.9633754909230908,38608.0
130,2009,Bedford County,0.0,7.8,62184.36,0.9318740616491824,37706.0
131,2010,Bedford County,2.0,9.8,59620.44,0.929521940880652,39054.0
132,2011,Bedford County,0.0,9.2,65192.22,0.9353436113446416,38817.0
133,2012,Bedford County,0.0,9.9,62356.5,0.9402932848951168,38326.0
134,2013,Bedford County,0.0,8.9,61422.43,0.9429908060130138,38231.0
135,2014,Bedford County,1.0,9.4,58933.36,0.9487838636197656,38414.0
136,2015,Bedford County,1.0,9.1,57396.9,0.9556406375329248,38225.0
137,2016,Bedford County,2.0,9.6,58293.2,0.9587383026447652,37913.0
138,2017,Bedford County,0.0,9.0,66760.68,0.9613977048335042,38090.0
139,2018,Bedford County,1.0,10.4,61186.0,0.9689718816570988,38270.0
140,1999,Bland County,0.0,10.0,47062.57,0.9559009336826066,3480.0
141,2000,Bland County,0.0,11.3,46573.74,0.9475288011438228,2934.0
142,2001,Bland County,0.0,12.0,44532.39,0.943158979897024,3049.0
143,2002,Bland County,0.0,12.5,44885.49,0.9468997299947978,3016.0
144,2003,Bland County,0.0,12.3,44811.22,0.9498235017584251,3020.0
145,2004,Bland County,0.0,11.9,45310.16,0.9535664359706534,2951.0
146,2005,Bland County,1.0,13.5,45186.75,0.9598997351476168,3060.0
147,2006,Bland County,0.0,13.0,45227.46,0.962097092212056,3222.0
148,2007,Bland County,0.0,13.5,46346.41,0.9622002970698724,3385.0
149,2008,Bland County,0.0,14.6,46579.83,0.9526111091916741,3495.0
150,2009,Bland County,0.0,15.0,46356.4,0.9259065479560916,3595.0
151,2010,Bland County,0.0,15.0,46138.44,0.9140807446950698,2895.0
152,2011,Bland County,0.0,14.4,46607.11,0.925912111069183,2859.0
153,2012,Bland County,0.0,15.4,46943.23,0.929719312020202,2876.0
154,2013,Bland County,0.0,15.0,45281.88,0.9322759132819708,2877.0
155,2014,Bland County,0.0,14.1,45255.11,0.9395884975315808,2865.0
156,2015,Bland County,0.0,13.6,47406.26,0.9431818149479609,2781.0
157,2016,Bland County,0.0,13.8,46907.26,0.9470019504753112,2736.0
158,2017,Bland County,0.0,13.7,46674.7,0.9588938578551702,2868.0
159,2018,Bland County,0.0,14.1,47681.0,0.9679378238519164,2833.0
160,1999,Botetourt County,0.0,5.5,72502.57,0.9822004251220792,16673.0
161,2000,Botetourt County,0.0,5.2,73750.9,0.9821046731340832,16472.0
162,2001,Botetourt County,0.0,5.3,71914.09,0.9732517110434444,16685.0
163,2002,Botetourt County,2.0,5.8,73226.56,0.9633553188035896,17118.0
164,2003,Botetourt County,0.0,6.3,71296.67,0.9642337763944072,16788.0
165,2004,Botetourt County,0.0,6.0,70909.65,0.9663130357681692,16656.0
166,2005,Botetourt County,0.0,6.1,68318.26,0.969555444866838,17016.0
167,2006,Botetourt County,0.0,6.0,73012.4,0.9739674598216702,17429.0
168,2007,Botetourt County,1.0,6.2,71318.22,0.9736367934417371,17421.0
169,2008,Botetourt County,1.0,6.4,72227.33,0.9673971398424964,17759.0
170,2009,Botetourt County,0.0,7.6,69737.57,0.9371430298678456,17491.0
171,2010,Botetourt County,0.0,6.5,73322.89,0.935521839592507,17700.0
172,2011,Botetourt County,0.0,7.5,69600.72,0.9413228764105216,17730.0
173,2012,Botetourt County,0.0,7.6,66775.47,0.9452441179149252,17727.0
174,2013,Botetourt County,0.0,7.4,65867.59,0.9475055593219266,17628.0
175,2014,Botetourt County,0.0,7.8,67574.77,0.9511518232570432,17674.0
176,2015,Botetourt County,0.0,7.4,66340.36,0.9581188000242816,17386.0
177,2016,Botetourt County,0.0,7.8,71563.73,0.9633451681328988,17326.0
178,2017,Botetourt County,0.0,6.4,72103.83,0.9649021682580704,17267.0
179,2018,Botetourt County,0.0,7.4,71874.0,0.9727210979380192,17282.0
180,1999,Bristol city,0.0,14.6,42963.93,0.9642704187818548,7665.0
181,2000,Bristol city,0.0,15.4,42868.43,0.9682063644242352,7512.0
182,2001,Bristol city,0.0,15.6,41246.7,0.9582198777244584,7585.0
183,2002,Bristol city,0.0,17.1,40559.03,0.9501462373005416,7572.0
184,2003,Bristol city,0.0,16.4,39843.14,0.9378231189873528,7837.0
185,2004,Bristol city,0.0,16.8,39733.18,0.9374620978251624,7712.0
186,2005,Bristol city,0.0,18.2,38976.58,0.9450409651680732,7737.0
187,2006,Bristol city,0.0,21.4,38832.75,0.9512763495256378,7937.0
188,2007,Bristol city,0.0,18.3,40584.52,0.9486496672404712,7966.0
189,2008,Bristol city,0.0,21.3,39506.52,0.9424878166506964,8091.0
190,2009,Bristol city,0.0,20.2,35974.55,0.9003444177898431,8125.0
191,2010,Bristol city,0.0,21.5,38259.99,0.911885580156516,7977.0
192,2011,Bristol city,0.0,25.8,33133.18,0.917065598324312,8098.0
193,2012,Bristol city,0.0,21.1,35032.93,0.927097565979622,8002.0
194,2013,Bristol city,0.0,21.6,37970.09,0.9302271230050702,7823.0
195,2014,Bristol city,0.0,21.8,36203.88,0.9360365649304117,7716.0
196,2015,Bristol city,0.0,19.3,41065.92,0.9464461253203036,7512.0
197,2016,Bristol city,3.0,23.6,35220.99,0.9487730061114132,7439.0
198,2017,Bristol city,0.0,19.3,39163.97,0.9550639061345676,7343.0
199,2018,Bristol city,1.0,20.5,36903.0,0.9617721300778628,7178.0
200,1999,Brunswick County,0.0,16.3,43919.42,0.9597650270103191,7674.0
201,2000,Brunswick County,0.0,16.9,45319.14,0.9647754215509936,6851.0
202,2001,Brunswick County,0.0,17.3,42210.66,0.9456811273439816,6858.0
203,2002,Brunswick County,0.0,19.5,41723.57,0.9359979304499344,6826.0
204,2003,Brunswick County,0.0,18.0,41746.89,0.9300931568617502,6913.0
205,2004,Brunswick County,0.0,18.1,41609.5,0.9337613849211228,6731.0
206,2005,Brunswick County,0.0,20.1,42675.87,0.9481489502489072,6760.0
207,2006,Brunswick County,0.0,19.0,47088.95,0.9512407324022728,6832.0
208,2007,Brunswick County,0.0,21.3,42686.04,0.9519945318434946,6873.0
209,2008,Brunswick County,0.0,22.2,41944.18,0.933895714022286,7043.0
210,2009,Brunswick County,0.0,22.0,41950.95,0.8877203707574131,7195.0
211,2010,Brunswick County,0.0,20.5,42480.83,0.8871186606374281,6953.0
212,2011,Brunswick County,0.0,25.6,39393.49,0.89435376324886,6818.0
213,2012,Brunswick County,0.0,24.8,37934.36,0.8989976709935493,6732.0
214,2013,Brunswick County,1.0,21.7,40812.96,0.9062516055048739,6660.0
215,2014,Brunswick County,0.0,21.9,39649.19,0.9190951059956513,6463.0
216,2015,Brunswick County,0.0,22.1,42129.01,0.9320056467587722,6331.0
217,2016,Brunswick County,0.0,22.8,41262.94,0.9399817417736052,6203.0
218,2017,Brunswick County,0.0,21.5,43606.69,0.9470680843310872,6118.0
219,2018,Brunswick County,0.0,22.5,41803.0,0.9498309622924288,6000.0
220,1999,Buchanan County,0.0,20.2,34851.31,0.8628148043860407,8372.0
221,2000,Buchanan County,0.0,21.5,34764.71,0.9413408546508234,8737.0
222,2001,Buchanan County,0.0,20.6,33108.55,0.9395608395808986,8881.0
223,2002,Buchanan County,0.0,22.9,33147.63,0.9289450377179204,8982.0
224,2003,Buchanan County,1.0,21.7,33431.18,0.9302588650396316,8838.0
225,2004,Buchanan County,0.0,21.1,34046.92,0.9420320282309742,8316.0
226,2005,Buchanan County,0.0,26.6,32472.54,0.9458961538592544,8401.0
227,2006,Buchanan County,0.0,22.9,32791.35,0.949929417688354,8419.0
228,2007,Buchanan County,0.0,21.7,35112.79,0.9512399476319636,8657.0
229,2008,Buchanan County,0.0,23.0,31065.3,0.9499389275275396,8949.0
230,2009,Buchanan County,0.0,26.5,35202.57,0.9146588142368316,9236.0
231,2010,Buchanan County,0.0,24.8,34293.06,0.9003891861244763,8326.0
232,2011,Buchanan County,0.0,24.3,36613.0,0.9143916451166336,8475.0
233,2012,Buchanan County,0.0,23.0,35991.68,0.908822731933432,8589.0
234,2013,Buchanan County,0.0,24.4,34141.45,0.8899820852754629,8168.0
235,2014,Buchanan County,0.0,23.2,34063.43,0.8953575716897165,7765.0
236,2015,Buchanan County,0.0,28.8,34375.82,0.8915326031780277,7276.0
237,2016,Buchanan County,0.0,25.1,33237.0,0.8920805548882871,6854.0
238,2017,Buchanan County,0.0,27.9,33797.26,0.9296096762045984,6988.0
239,2018,Buchanan County,1.0,27.6,32144.0,0.9447207708532503,6928.0
240,1999,Buckingham County,0.0,15.9,43682.06,0.9588563191055524,6004.0
241,2000,Buckingham County,1.0,16.9,44573.4,0.9678045105869604,6145.0
242,2001,Buckingham County,0.0,16.6,41984.6,0.9654656216265676,6204.0
243,2002,Buckingham County,0.0,18.0,41757.17,0.9612703670037448,6229.0
244,2003,Buckingham County,0.0,17.3,41893.33,0.9562492029163482,6425.0
245,2004,Buckingham County,0.0,17.3,42118.55,0.9566547878890608,6666.0
246,2005,Buckingham County,0.0,20.8,42643.65,0.9563102226941008,6783.0
247,2006,Buckingham County,0.0,17.6,44495.85,0.963849264627664,6836.0
248,2007,Buckingham County,0.0,19.3,44088.27,0.9654142301307216,6998.0
249,2008,Buckingham County,0.0,19.4,45100.87,0.9509465745971,7268.0
250,2009,Buckingham County,0.0,21.6,42721.76,0.9189625651492422,7372.0
251,2010,Buckingham County,0.0,20.5,43360.32,0.8933642007904788,6569.0
252,2011,Buckingham County,0.0,21.3,41892.02,0.9042222470509657,6594.0
253,2012,Buckingham County,0.0,23.0,37708.64,0.9146688565058748,6474.0
254,2013,Buckingham County,0.0,22.8,42689.5,0.9207699950167544,6408.0
255,2014,Buckingham County,0.0,22.8,41121.8,0.9317832567989608,6298.0
256,2015,Buckingham County,0.0,20.2,46396.17,0.940705428380591,6293.0
257,2016,Buckingham County,0.0,17.6,44425.18,0.9452595430047528,6259.0
258,2017,Buckingham County,1.0,17.5,42781.05,0.9463268547388825,6316.0
259,2018,Buckingham County,0.0,20.2,45889.0,0.9546959057076198,6312.0
260,1999,Campbell County,0.0,10.0,55117.74,0.9781683631645064,26511.0
261,2000,Campbell County,0.0,9.6,55857.49,0.9767448517315018,26508.0
262,2001,Campbell County,0.0,9.6,52886.66,0.9573226039949649,26134.0
263,2002,Campbell County,0.0,10.8,52310.88,0.94258506314251,26392.0
264,2003,Campbell County,0.0,11.5,52836.78,0.9499844315791912,26171.0
265,2004,Campbell County,0.0,11.1,53381.8,0.9555011173101564,25991.0
266,2005,Campbell County,0.0,11.2,51854.49,0.960082140393796,26678.0
267,2006,Campbell County,0.0,11.8,51468.62,0.9673651393956596,27168.0
268,2007,Campbell County,0.0,11.6,52982.41,0.965741166059084,27253.0
269,2008,Campbell County,0.0,12.1,50337.46,0.9603286617896094,27916.0
270,2009,Campbell County,0.0,13.1,52775.11,0.9276918069930636,27137.0
271,2010,Campbell County,1.0,14.3,48658.02,0.9227892334310532,27756.0
272,2011,Campbell County,0.0,15.2,53092.31,0.928341537739966,27608.0
273,2012,Campbell County,1.0,14.4,45135.32,0.9353453038082424,27088.0
274,2013,Campbell County,0.0,13.3,51806.55,0.9403801069763698,26938.0
275,2014,Campbell County,0.0,14.5,49543.43,0.9462106292662076,26614.0
276,2015,Campbell County,0.0,11.7,49749.71,0.9526958656359042,26222.0
277,2016,Campbell County,1.0,13.3,52252.3,0.9552193757478088,25906.0
278,2017,Campbell County,0.0,11.3,52088.53,0.9586601884338809,26050.0
279,2018,Campbell County,0.0,11.3,51525.0,0.9656992979112281,25890.0
280,1999,Caroline County,0.0,11.1,57598.69,0.9671502759623076,10572.0
281,2000,Caroline County,0.0,10.4,60133.08,0.9780925086701822,10999.0
282,2001,Caroline County,0.0,10.0,56913.09,0.9695777520097698,11072.0
283,2002,Caroline County,0.0,10.9,57610.14,0.956945427716996,11285.0
284,2003,Caroline County,0.0,10.0,56989.16,0.9573003636821504,11490.0
285,2004,Caroline County,0.0,9.5,58917.47,0.9594545698137736,11947.0
286,2005,Caroline County,0.0,9.9,58888.3,0.9616935666810312,12861.0
287,2006,Caroline County,0.0,9.4,60786.03,0.965713102391258,13559.0
288,2007,Caroline County,0.0,9.2,62521.21,0.9628005328967394,13902.0
289,2008,Caroline County,0.0,9.3,62895.23,0.9521792215360222,14271.0
290,2009,Caroline County,0.0,10.5,67286.71,0.9161159916413442,14126.0
291,2010,Caroline County,0.0,11.2,60916.59,0.9044796616291332,14342.0
292,2011,Caroline County,0.0,12.2,58738.34,0.9100321486903434,14477.0
293,2012,Caroline County,1.0,12.1,59536.16,0.9220008426616534,14505.0
294,2013,Caroline County,0.0,14.5,60204.52,0.9293328123773876,14580.0
295,2014,Caroline County,0.0,11.0,59561.9,0.9381681658675284,14761.0
296,2015,Caroline County,0.0,12.0,57972.43,0.9490227200742836,14731.0
297,2016,Caroline County,0.0,9.9,57994.98,0.9549250295033964,14839.0
298,2017,Caroline County,0.0,9.6,63723.4,0.9570732797287748,15020.0
299,2018,Caroline County,0.0,9.7,67335.0,0.964699644244836,15145.0
300,1999,Carroll County,0.0,12.4,45552.22,0.9327960883495856,13957.0
301,2000,Carroll County,0.0,12.3,45886.49,0.959389548998509,14817.0
302,2001,Carroll County,0.0,12.8,43237.17,0.9309206410640308,14830.0
303,2002,Carroll County,0.0,13.6,43242.25,0.9338160731209864,14783.0
304,2003,Carroll County,0.0,13.9,43590.41,0.9442566602006838,14854.0
305,2004,Carroll County,0.0,13.3,43725.69,0.9494208939703545,14464.0
306,2005,Carroll County,0.0,16.4,41800.68,0.9435037407537504,14383.0
307,2006,Carroll County,0.0,13.9,44723.08,0.9473419325303128,13825.0
308,2007,Carroll County,0.0,13.9,43490.96,0.94352916024951,13901.0
309,2008,Carroll County,0.0,15.7,41681.12,0.9336023879500064,14058.0
310,2009,Carroll County,1.0,16.9,40171.17,0.8917575075862135,14407.0
311,2010,Carroll County,0.0,17.6,40160.93,0.8845951630342723,14004.0
312,2011,Carroll County,0.0,19.9,39039.91,0.9013684716606356,13628.0
313,2012,Carroll County,0.0,19.6,35913.88,0.9146615172882858,13494.0
314,2013,Carroll County,0.0,16.5,39104.87,0.9171621110804952,13264.0
315,2014,Carroll County,0.0,17.0,40848.94,0.932713331729704,13179.0
316,2015,Carroll County,0.0,15.0,45353.23,0.946554486784824,13048.0
317,2016,Carroll County,0.0,16.3,42264.35,0.9481220782938504,12946.0
318,2017,Carroll County,1.0,16.8,43292.21,0.9559177796705616,13507.0
319,2018,Carroll County,0.0,15.7,41517.0,0.9633454246797324,13289.0
320,1999,Charlotte County,0.0,14.7,42593.52,0.9688980804693074,6072.0
321,2000,Charlotte County,0.0,14.7,43753.09,0.9683777510961562,5518.0
322,2001,Charlotte County,0.0,14.4,41324.9,0.956806431810977,5480.0
323,2002,Charlotte County,0.0,15.7,41445.03,0.9251674441474372,5542.0
324,2003,Charlotte County,0.0,16.1,41436.21,0.9346449661297448,5636.0
325,2004,Charlotte County,0.0,15.2,40908.54,0.9391611710996076,5511.0
326,2005,Charlotte County,0.0,17.4,41136.87,0.9173393083086672,5424.0
327,2006,Charlotte County,0.0,17.3,40447.03,0.9329644454426884,5257.0
328,2007,Charlotte County,0.0,18.1,41606.75,0.94691470362617,5268.0
329,2008,Charlotte County,0.0,17.2,39920.4,0.9408717871787148,5435.0
330,2009,Charlotte County,0.0,18.9,39108.23,0.9079233791577428,5547.0
331,2010,Charlotte County,1.0,18.6,39125.62,0.8998361022645253,5356.0
332,2011,Charlotte County,0.0,20.9,39919.38,0.9021315897887552,5399.0
333,2012,Charlotte County,0.0,18.5,36019.07,0.912918509357045,5366.0
334,2013,Charlotte County,0.0,19.7,38561.77,0.9222535331204924,5314.0
335,2014,Charlotte County,0.0,20.7,38582.15,0.9323543594423206,5296.0
336,2015,Charlotte County,0.0,19.2,40084.45,0.943095372105482,5250.0
337,2016,Charlotte County,1.0,20.8,40346.29,0.9494445251636732,5246.0
338,2017,Charlotte County,0.0,17.4,41860.13,0.9545430348330936,5319.0
339,2018,Charlotte County,2.0,19.3,41382.0,0.9627822103060504,5209.0
340,1999,Chesapeake city,0.0,8.0,73160.23,0.9743322559864488,106288.0
341,2000,Chesapeake city,2.0,7.7,74446.93,0.9770423948971304,97962.0
342,2001,Chesapeake city,0.0,7.6,72071.9,0.9705448066902096,101137.0
343,2002,Chesapeake city,1.0,8.3,73254.55,0.9629774414126941,103352.0
344,2003,Chesapeake city,0.0,9.1,73996.95,0.9614178878664309,105117.0
345,2004,Chesapeake city,1.0,8.7,74858.18,0.9624648287665822,107580.0
346,2005,Chesapeake city,0.0,6.8,77725.03,0.9638287126042092,111678.0
347,2006,Chesapeake city,0.0,6.8,76886.44,0.9673573203742752,114199.0
348,2007,Chesapeake city,0.0,8.0,76504.65,0.9698969221976838,114338.0
349,2008,Chesapeake city,0.0,7.9,78428.47,0.961507869005636,116579.0
350,2009,Chesapeake city,0.0,7.3,74537.23,0.936365167339213,114934.0
351,2010,Chesapeake city,0.0,8.0,78108.13,0.928101261619431,113319.0
352,2011,Chesapeake city,0.0,9.3,73511.32,0.930850223283694,114650.0
353,2012,Chesapeake city,0.0,10.4,71165.96,0.9358604557135036,115188.0
354,2013,Chesapeake city,0.0,9.6,71817.86,0.9408563284900264,116337.0
355,2014,Chesapeake city,0.0,9.8,70737.65,0.947178782540758,117186.0
356,2015,Chesapeake city,0.0,9.7,71327.2,0.9545939170548408,116301.0
357,2016,Chesapeake city,0.0,8.6,75339.16,0.9568313573058532,117782.0
358,2017,Chesapeake city,1.0,9.3,77370.15,0.9622548987949748,120860.0
359,2018,Chesapeake city,0.0,8.5,78846.0,0.9692122054071096,122298.0
360,1999,Chesterfield County,0.0,5.1,88443.58,0.9809751749247066,141187.0
361,2000,Chesterfield County,0.0,4.8,89793.11,0.9820019598144636,142306.0
362,2001,Chesterfield County,0.0,5.0,86760.11,0.9740392912671716,144983.0
363,2002,Chesterfield County,0.0,5.9,86345.92,0.9657304896996248,147500.0
364,2003,Chesterfield County,1.0,6.7,84726.9,0.964723258485272,149730.0
365,2004,Chesterfield County,0.0,6.5,85195.26,0.9662245669985065,153616.0
366,2005,Chesterfield County,0.0,6.4,85876.35,0.968143906765204,158613.0
367,2006,Chesterfield County,0.0,5.5,84469.71,0.97197748119584,164168.0
368,2007,Chesterfield County,0.0,5.8,84477.33,0.9737468666427408,165682.0
369,2008,Chesterfield County,0.0,5.8,83391.48,0.9634443519142984,169942.0
370,2009,Chesterfield County,0.0,6.1,82190.16,0.9335189272673317,167338.0
371,2010,Chesterfield County,0.0,6.9,79857.87,0.9270576216534044,168602.0
372,2011,Chesterfield County,0.0,7.2,79525.46,0.932372515028948,171540.0
373,2012,Chesterfield County,0.0,7.3,77105.77,0.9389684948535952,172990.0
374,2013,Chesterfield County,1.0,8.0,72830.63,0.9434558034897472,174668.0
375,2014,Chesterfield County,0.0,8.3,77476.44,0.9486655359973958,177299.0
376,2015,Chesterfield County,0.0,6.9,79606.1,0.956921403028582,177940.0
377,2016,Chesterfield County,1.0,7.0,79798.95,0.9610071456896084,180485.0
378,2017,Chesterfield County,0.0,6.7,82537.11,0.9640222853040216,183612.0
379,2018,Chesterfield County,0.0,7.6,80734.0,0.9702686837710232,186120.0
380,1999,Culpeper County,1.0,9.2,66461.19,0.9801212470681496,16259.0
381,2000,Culpeper County,0.0,9.0,68061.33,0.9807469762014348,16930.0
382,2001,Culpeper County,0.0,8.6,65453.6,0.9738386484226496,17352.0
383,2002,Culpeper County,0.0,8.8,66911.12,0.9620302692971251,17557.0
384,2003,Culpeper County,0.0,9.2,68652.51,0.959540226716296,17934.0
385,2004,Culpeper County,0.0,8.8,70238.01,0.9640213609280194,17939.0
386,2005,Culpeper County,0.0,9.1,68171.32,0.966806332325064,19022.0
387,2006,Culpeper County,0.0,8.4,70547.9,0.967290764832053,20066.0
388,2007,Culpeper County,0.0,8.3,73257.06,0.964012428552382,20225.0
389,2008,Culpeper County,0.0,8.1,73945.97,0.9519938019013456,20962.0
390,2009,Culpeper County,0.0,9.6,71821.21,0.9208577261373742,21308.0
391,2010,Culpeper County,0.0,10.5,65669.51,0.9280765328802446,23263.0
392,2011,Culpeper County,0.0,11.7,65563.69,0.93634561486197,23397.0
393,2012,Culpeper County,0.0,10.9,65313.8,0.9431403333513436,23362.0
394,2013,Culpeper County,0.0,10.1,68967.43,0.9463057460394556,23378.0
395,2014,Culpeper County,0.0,11.0,66245.48,0.9498991329757874,23332.0
396,2015,Culpeper County,0.0,10.2,67545.47,0.9565499214495112,23101.0
397,2016,Culpeper County,0.0,9.8,70133.29,0.960821316118142,23417.0
398,2017,Culpeper County,0.0,9.9,71007.75,0.9638943646222152,23900.0
399,2018,Culpeper County,0.0,8.7,72111.0,0.9707809513180816,24278.0
400,1999,Cumberland County,0.0,14.0,46746.59,0.980431138595684,3794.0
401,2000,Cumberland County,0.0,13.5,48404.47,0.9776229995947366,4237.0
402,2001,Cumberland County,0.0,13.1,46110.55,0.9719610975260335,4214.0
403,2002,Cumberland County,1.0,13.7,45716.91,0.9632393292046028,4237.0
